unique_id,source,source_unique_id,date_reported,record_level,campus_id,campus_name,company_source,company_clean,building_designation,address,postal_code,city,market,state,state_abbr,county,country,region,latitude,longitude,planned_power_mw,uc_power_mw,commissioned_power_mw,full_capacity_mw,planned_plus_uc_mw,mw_2023,mw_2024,mw_2025,mw_2026,mw_2027,mw_2028,mw_2029,mw_2030,mw_2031,mw_2032,pue,actual_live_date,construction_started,announced,land_acquisition,permitting,cod,facility_status,cancelled,facility_sqft,whitespace_sqft,available_power_kw,substation_count,onsite_substation,power_provider,power_grid,tier_design,type_category,owned_leased,purpose,feed_config,ecosystem_ixps,ecosystem_cloud,ecosystem_children,ecosystem_networkproviders,ecosystem_networkpresence,ecosystem_serviceproviders,additional_references,notes,ingest_date,status_rank_tmp,sample_longitude,sample_latitude
dcm_13517,DataCenterMap,13517,2025-11-11 00:00:00,Building,meta|dekalb|meta-dekalb,Meta DeKalb,Meta,Meta,,1550 Metaverse Wy,60115,DeKalb,Chicago,Illinois,,,USA,,41.889081,-88.73004,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-88.73003999999997,41.88908100000003
dcm_9993,DataCenterMap,9993,2025-11-11 00:00:00,Campus,meta|dekalb|meta-dekalb,Meta DeKalb,Meta,Meta,,1550-2050 Metaverse Wy,60115,DeKalb,Chicago,Illinois,,,USA,,41.889132,-88.72697,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-88.72696999999994,41.889132000000075
dcm_13536,DataCenterMap,13536,2025-11-11 00:00:00,Building,meta|eagle-mountain|meta-eagle-mountain,Meta Eagle Mountain,Meta,Meta,,1275 N Community Cir,84005,Eagle Mountain,Orem,Utah,,,USA,,40.264766,-112.01511,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-112.01510999999999,40.264766000000066
dcm_13537,DataCenterMap,13537,2025-11-11 00:00:00,Building,meta|eagle-mountain|meta-eagle-mountain,Meta Eagle Mountain,Meta,Meta,,1275 N Community Cir,84005,Eagle Mountain,Orem,Utah,,,USA,,40.266369,-112.01505,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-112.01504999999997,40.266369000000054
dcm_13538,DataCenterMap,13538,2025-11-11 00:00:00,Building,meta|eagle-mountain|meta-eagle-mountain,Meta Eagle Mountain,Meta,Meta,,1275 N Community Cir,84005,Eagle Mountain,Orem,Utah,,,USA,,40.26825,-112.01509,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-112.01508999999999,40.26825000000008
dcm_13539,DataCenterMap,13539,2025-11-11 00:00:00,Building,meta|eagle-mountain|meta-eagle-mountain,Meta Eagle Mountain,Meta,Meta,,1275 N Community Cir,84005,Eagle Mountain,Orem,Utah,,,USA,,40.271521,-112.01501,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-112.01500999999996,40.271521000000064
dcm_13540,DataCenterMap,13540,2025-11-11 00:00:00,Building,meta|eagle-mountain|meta-eagle-mountain,Meta Eagle Mountain,Meta,Meta,,1275 N Community Cir,84005,Eagle Mountain,Orem,Utah,,,USA,,40.273103,-112.01504,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-112.01503999999994,40.27310300000005
dcm_13541,DataCenterMap,13541,2025-11-11 00:00:00,Building,meta|eagle-mountain|meta-eagle-mountain,Meta Eagle Mountain,Meta,Meta,,1275 N Community Cir,84005,Eagle Mountain,Orem,Utah,,,USA,,40.265616,-112.0189,,,,,0.0,,,,,,,,,,,,,,,,,,Under Construction,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,2,-112.01889999999997,40.26561600000008
dcm_13542,DataCenterMap,13542,2025-11-11 00:00:00,Building,meta|eagle-mountain|meta-eagle-mountain,Meta Eagle Mountain,Meta,Meta,,1275 N Community Cir,84005,Eagle Mountain,Orem,Utah,,,USA,,40.271135,-112.0196,,,,,0.0,,,,,,,,,,,,,,,,,,Under Construction,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,2,-112.01959999999997,40.27113500000007
dcm_10006,DataCenterMap,10006,2025-11-11 00:00:00,Campus,meta|eagle-mountain|meta-eagle-mountain,Meta Eagle Mountain,Meta,Meta,,East 1000 North,84005,Eagle Mountain,Orem,Utah,,,USA,,40.268112,-112.01778,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-112.01777999999996,40.26811200000003
dcm_13034,DataCenterMap,13034,2025-11-11 00:00:00,Campus,meta|esbjerg|meta-esbjerg,Meta Esbjerg,Meta,Meta,,Andrupvej 80,6705,Esbjerg Ø,Esbjerg,,,,Denmark,,55.50202,8.514239,,,,,0.0,,,,,,,,,,,,,,,,,,Land Acquisition,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,5,8.514239000000032,55.50202000000007
dcm_13533,DataCenterMap,13533,2025-11-11 00:00:00,Building,meta|forest-city|meta-forest-city,Meta Forest City,Meta,Meta,,404 Social Circle,28043,Forest City,Charlotte,North Carolina,,,USA,,35.317352,-81.826341,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-81.82634099999996,35.31735200000003
dcm_13534,DataCenterMap,13534,2025-11-11 00:00:00,Building,meta|forest-city|meta-forest-city,Meta Forest City,Meta,Meta,,480 Social Circle,28043,Forest City,Charlotte,North Carolina,,,USA,,35.316538,-81.825123,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-81.82512299999996,35.31653800000004
dcm_13535,DataCenterMap,13535,2025-11-11 00:00:00,Building,meta|forest-city|meta-forest-city,Meta Forest City,Meta,Meta,,284 Social Circle,28043,Forest City,Charlotte,North Carolina,,,USA,,35.314157,-81.822205,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-81.82220499999994,35.31415700000008
dcm_10000,DataCenterMap,10000,2025-11-11 00:00:00,Campus,meta|forest-city|meta-forest-city,Meta Forest City,Meta,Meta,,404 Social Circle,28043,Forest City,Charlotte,North Carolina,,,USA,,35.315656,-81.824743,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-81.82474299999996,35.31565600000005
dcm_10004,DataCenterMap,10004,2025-11-11 00:00:00,Campus,meta|fort-worth|meta-fort-worth,Meta Fort Worth,Meta,Meta,,4500 Like Way,76177,Fort Worth,Dallas,Texas,,,USA,,32.986146,-97.254508,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-97.25450799999999,32.986146000000076
dcm_10821,DataCenterMap,10821,2025-11-11 00:00:00,Building,meta|gallatin|meta-gallatin,Meta Gallatin,Meta,Meta,,Meta Lp; Building 1,37066,Gallatin,Nashville,Tennessee,,,USA,,36.411848,-86.370104,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-86.37010399999997,36.41184800000008
dcm_10822,DataCenterMap,10822,2025-11-11 00:00:00,Building,meta|gallatin|meta-gallatin,Meta Gallatin,Meta,Meta,,Meta Lp; Building 2,37066,Gallatin,Nashville,Tennessee,,,USA,,36.411775,-86.368834,,,,,0.0,,,,,,,,,,,,,,,,,,Active,0,,,,,,,,,,,,,,,,,,,,,2025-11-14 10:52:43,1,-86.36883399999994,36.411775000000034
